QuantitySold,Condition,Rating,Price_capped,Brand_Globex,Brand_Hooli,Brand_Initech,Brand_Soylent,Brand_Umbrella,ProductType_Clothing,ProductType_Electronics,ProductType_Food,ProductType_Furniture,ProductType_Toys,StoreLocation_Houston,StoreLocation_Los Angeles,StoreLocation_Miami,StoreLocation_New York,StoreLocation_Phoenix,MonthSold,DayOfWeekSold,Revenue_sqrt
23,0.743381763452311,1.098740556062388,-0.24325051157126218,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.26761546505252376,1,-0.6669640123214953
22,0.743381763452311,-0.6180415627850933,-0.12514530445849203,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.26761546505252376,6,-0.6617598954426529
61,0.743381763452311,0.5264798497798941,0.36319405190778875,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.516487635297634,3,0.5835991586290561
95,0.743381763452311,-1.190302269067587,2.390495607043515,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.8623164985025763,2,2.3223629356088464
36,-0.45562108082560976,-0.04578085650259954,-0.7238873544301881,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1.516487635297634,4,-0.5042947938958041
11,0.743381763452311,1.098740556062388,2.060314528028248,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,-0.26761546505252376,1,-0.6894019658120104
54,0.743381763452311,-0.04578085650259954,-1.1305800676185103,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-1.4570175319526288,1,-0.38180438617809626
12,0.743381763452311,-0.04578085650259954,0.32005997626660293,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0.32708556839752884,0,-0.9541116426879926
22,0.743381763452311,-1.190302269067587,-0.26379054759087434,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.8623164985025763,1,-0.706575974034292
88,0.743381763452311,-1.190302269067587,-0.7526434048576454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.26761546505252376,3,0.40910071459997926
